Name: “Table 1 of 1 on page 27 of 29”,Name: “Table 1 of 1 on page 27 of 29”,Name: “Table 1 of 1 on page 27 of 29”,Name: “Table 1 of 1 on page 27 of 29”,Name: “Table 1 of 1 on page 27 of 29”,Name: “Table 1 of 1 on page 27 of 29”,Name: “Table 1 of 1 on page 27 of 29”,Name: “Table 1 of 1 on page 27 of 29”,Name: “Table 1 of 1 on page 27 of 29”,Name: “Table 1 of 1 on page 27 of 29”,Name: “Table 1 of 1 on page 27 of 29”,Name: “Table 1 of 1 on page 27 of 29”
,"Hampton Roads Alcohol-Related Crashes by Jurisdiction, 1995-2004","Hampton Roads Alcohol-Related Crashes by Jurisdiction, 1995-2004","Hampton Roads Alcohol-Related Crashes by Jurisdiction, 1995-2004","Hampton Roads Alcohol-Related Crashes by Jurisdiction, 1995-2004","Hampton Roads Alcohol-Related Crashes by Jurisdiction, 1995-2004","Hampton Roads Alcohol-Related Crashes by Jurisdiction, 1995-2004","Hampton Roads Alcohol-Related Crashes by Jurisdiction, 1995-2004","Hampton Roads Alcohol-Related Crashes by Jurisdiction, 1995-2004","Hampton Roads Alcohol-Related Crashes by Jurisdiction, 1995-2004",,
,,,Number of Alcohol Related Crashes,Number of Alcohol Related Crashes,Number of Alcohol Related Crashes,Number of Alcohol Related Crashes,,,,,
,,,,,,,,,,,% change
Jurisdiction,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,1995-2004
Chesapeake,247,268,256,230,244,234,246,273,259,234,-5.3%
Franklin,6,7,8,8,5,8,7,3,7,2,-66.7%
Gloucester,58,49,46,46,51,45,51,56,52,57,-1.7%
Hampton,275,249,271,254,212,204,230,232,255,269,-2.2%
Isle of Wight/Smt,54,56,62,51,73,60,69,76,64,60,11.1%
James City,42,40,46,40,36,41,43,42,41,41,-2.4%
Newport News,312,283,297,311,266,253,257,278,227,282,-9.6%
Norfolk,570,521,515,456,435,394,399,463,454,414,-27.4%
Poquoson,3,4,11,9,4,5,9,4,8,8,166.7%
Portsmouth,167,169,156,136,155,134,111,158,148,181,8.4%
Southampton,54,40,37,47,47,43,33,32,41,35,-35.2%
Suffolk,138,134,115,119,124,114,117,107,81,125,-9.4%
Surry,17,21,16,13,16,16,14,13,18,11,-35.3%
Virginia Beach,698,656,622,579,659,583,624,689,667,780,11.7%
Williamsburg,15,15,11,9,11,9,14,12,14,14,-6.7%
York,69,81,71,78,72,71,78,64,56,71,2.9%
Hampton Roads PDC,"2,725","2,593","2,540","2,386","2,410","2,214","2,302","2,502","2,392","2,584",-5.2%
Virginia,"11,400","11,220","11,340","11,027","10,942","11,085","11,265","11,788","11,388","11,504",0.9%
HR % of state,23.9%,23.1%,22.4%,21.6%,22.0%,20.0%,20.4%,21.2%,21.0%,22.5%,
United States,"470,000","460,000","470,000","438,000","457,000","508,000","438,000",N/A,N/A,N/A,
Sources:,"NHTSA, Virginia Traffic Crash Facts",,,,,,,,,,
,,,,,,,,,,,Hampton Roads
,,,,,21,,,,,Regional Safety Study,Regional Safety Study
