Name: “Table 1 of 1 on page 28 of 29”,Name: “Table 1 of 1 on page 28 of 29”,Name: “Table 1 of 1 on page 28 of 29”,Name: “Table 1 of 1 on page 28 of 29”,Name: “Table 1 of 1 on page 28 of 29”,Name: “Table 1 of 1 on page 28 of 29”,Name: “Table 1 of 1 on page 28 of 29”,Name: “Table 1 of 1 on page 28 of 29”,Name: “Table 1 of 1 on page 28 of 29”,Name: “Table 1 of 1 on page 28 of 29”,Name: “Table 1 of 1 on page 28 of 29”,Name: “Table 1 of 1 on page 28 of 29”
,"Hampton Roads Alcohol-Related Injuries by Jurisdiction, 1995-2004","Hampton Roads Alcohol-Related Injuries by Jurisdiction, 1995-2004","Hampton Roads Alcohol-Related Injuries by Jurisdiction, 1995-2004","Hampton Roads Alcohol-Related Injuries by Jurisdiction, 1995-2004","Hampton Roads Alcohol-Related Injuries by Jurisdiction, 1995-2004","Hampton Roads Alcohol-Related Injuries by Jurisdiction, 1995-2004","Hampton Roads Alcohol-Related Injuries by Jurisdiction, 1995-2004","Hampton Roads Alcohol-Related Injuries by Jurisdiction, 1995-2004","Hampton Roads Alcohol-Related Injuries by Jurisdiction, 1995-2004",,
,,,,Number of Alcohol Related Injuries,Number of Alcohol Related Injuries,Number of Alcohol Related Injuries,,,,,
,,,,,,,,,,,% change
Jurisdiction,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,1995-2004
Chesapeake,179,237,235,196,208,210,204,232,188,207,15.6%
Franklin,2,2,8,6,8,5,3,3,3,2,0.0%
Gloucester,62,54,33,50,36,45,46,56,53,59,-4.8%
Hampton,198,217,218,192,163,157,168,128,172,119,-39.9%
Isle of Wight/Smt,41,60,75,31,83,59,64,65,52,42,2.4%
James City,33,32,28,25,25,48,34,52,33,29,-12.1%
Newport News,281,271,230,241,218,177,188,213,153,223,-20.6%
Norfolk,475,416,403,360,318,270,267,305,272,311,-34.5%
Poquoson,1,4,7,6,2,2,6,4,4,4,300.0%
Portsmouth,137,180,129,114,140,125,77,99,109,122,-10.9%
Southampton,59,36,43,33,45,38,25,32,24,30,-49.2%
Suffolk,144,117,126,122,111,112,99,113,74,117,-18.8%
Surry,13,14,18,13,15,7,11,5,10,8,-38.5%
Virginia Beach,597,536,489,417,447,399,414,422,395,472,-20.9%
Williamsburg,9,13,5,3,4,3,8,6,10,14,55.6%
York,45,64,48,71,57,57,60,45,42,59,31.1%
Hampton Roads PDC,"2,276","2,253","2,095","1,880","1,880","1,714","1,674","1,780","1,594","1,818",-20.1%
Virginia,"9,381","9,083","9,124","8,555","8,359","8,251","8,211","8,465","7,819","7,911",-15.7%
HR % of state,24.3%,24.8%,23.0%,22.0%,22.5%,20.8%,20.4%,21.0%,20.4%,23.0%,
United States,"300,000","321,000","327,000","305,000","308,000","310,000","275,000","258,000","275,000","248,000",-17.3%
Sources:,"NHTSA, Virginia Traffic Crash Facts",,,,,,,,,,
,,,,,,,,,,,Hampton Roads
,,,,,22,,,,,Regional Safety Study,Regional Safety Study
