Name: “Table 1 of 1 on page 32 of 138”,Name: “Table 1 of 1 on page 32 of 138”,Name: “Table 1 of 1 on page 32 of 138”,Name: “Table 1 of 1 on page 32 of 138”,Name: “Table 1 of 1 on page 32 of 138”,Name: “Table 1 of 1 on page 32 of 138”,Name: “Table 1 of 1 on page 32 of 138”,Name: “Table 1 of 1 on page 32 of 138”,Name: “Table 1 of 1 on page 32 of 138”,Name: “Table 1 of 1 on page 32 of 138”,Name: “Table 1 of 1 on page 32 of 138”,Name: “Table 1 of 1 on page 32 of 138”,Name: “Table 1 of 1 on page 32 of 138”
Milwaukee,"1,555,908",80%,9%,4%,0.09%,3%,0.3%,0.4%,0%,3%,,
Nashville,"1,589,934",82%,10%,1%,0.05%,1%,0.2%,0.2%,1%,5%,,
New Orleans,"1,167,764",79%,11%,3%,0.24%,3%,0.2%,0.9%,1%,3%,,
Oklahoma City,"1,252,987",83%,11%,0%,0.07%,2%,0.3%,0.3%,1%,3%,,
Orlando,"2,134,411",81%,9%,2%,0.04%,1%,0.4%,0.4%,1%,4%,,
Pittsburgh,"2,356,285",77%,9%,6%,0.06%,4%,0.1%,0.3%,1%,3%,,
Portland,"2,226,009",71%,9%,6%,0.01%,3%,0.3%,2.2%,1%,6%,,
Providence,"1,600,852",81%,9%,3%,0.09%,3%,0.1%,0.3%,1%,3%,,
Raleigh,"1,130,490",81%,9%,1%,0.21%,1%,0.1%,0.3%,1%,6%,,
Richmond,"1,258,251",82%,10%,2%,0.06%,1%,0.1%,0.4%,1%,5%,,
Rochester,"1,054,323",82%,8%,2%,0.04%,4%,0.1%,0.4%,1%,3%,,
Sacramento,"2,149,127",76%,11%,3%,0.05%,2%,0.3%,1.7%,1%,6%,,
Salt Lake City,"1,124,197",76%,12%,3%,0.04%,2%,0.4%,0.7%,1%,4%,,
San Antonio,"2,142,508",79%,11%,2%,0.07%,2%,0.2%,0.2%,1%,4%,,
San Jose,"1,836,911",77%,11%,3%,0.02%,2%,0.3%,1.6%,1%,5%,,
St. Louis,"2,812,896",83%,8%,3%,0.06%,2%,0.2%,0.2%,1%,4%,,
Tampa,"2,783,243",81%,9%,1%,0.11%,1%,0.3%,0.7%,1%,5%,,
HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,HistoricJaalmAesnCalityys/isWiolfl iaCmesnbsuursg /TYroarnksTproarntsaptoirotnatiDoantSatudy,,,,,,,,
