Name: “Table 1 of 1 on page 9 of 55”,Name: “Table 1 of 1 on page 9 of 55”,Name: “Table 1 of 1 on page 9 of 55”,Name: “Table 1 of 1 on page 9 of 55”,Name: “Table 1 of 1 on page 9 of 55”,Name: “Table 1 of 1 on page 9 of 55”,Name: “Table 1 of 1 on page 9 of 55”,Name: “Table 1 of 1 on page 9 of 55”,Name: “Table 1 of 1 on page 9 of 55”,Name: “Table 1 of 1 on page 9 of 55”,Name: “Table 1 of 1 on page 9 of 55”,Name: “Table 1 of 1 on page 9 of 55”,Name: “Table 1 of 1 on page 9 of 55”,Name: “Table 1 of 1 on page 9 of 55”,Name: “Table 1 of 1 on page 9 of 55”,Name: “Table 1 of 1 on page 9 of 55”,Name: “Table 1 of 1 on page 9 of 55”
Freeway,G2,Route 30 (Exit 220) to Croaker Rd (Exit 231),"68,400",,,,25.0,"6,200",C,"68,400",,,,25.0,"6,200",C
Freeway,G3,Croaker Rd (Exit 231) to Route 199 @ Lightfoot (Exit 234),"84,500",,,,34.0,"7,600",D,"84,500",,,,34.1,"7,600",D
Freeway,G4,Route 199 @ Lightfoot (Exit 234) to Camp Peary Rd (Exit 238),"76,800",,,,29.2,"6,900",D,"76,800",,,,29.2,"6,900",D
Freeway,G5,Camp Peary Rd (Exit 238) to Route 199 @ Kingsmill (Exit 242),"81,300",,,,31.9,"7,300",D,"81,100",,,,31.8,"7,300",D
,H,I-264 (4 segments),,,,,,,,,,,,,,
Freeway,H1,Witchduck Rd to Independence Blvd,"225,600",,,,*,"20,300",F,"223,400",,,,*,"20,100",F
Freeway,H2,Independence Blvd to Rosemont Rd,"182,200",,,,39.7,"16,400",E,"181,200",,,,39.4,"16,300",E
Freeway,H3,Rosemont Rd to Lynnhaven Pkwy,"154,000",,,,29.4,"13,900",D,"153,800",,,,29.2,"13,800",D
Freeway,H4 First Colonial Rd to proposed Southeastern Pkwy,H4 First Colonial Rd to proposed Southeastern Pkwy,"61,900",,,,14.8,"5,600",B,"61,700",,,,14.7,"5,600",B
,I,Dam Neck Rd (2 segments),,,,,,,,,,,,,,
Arterial,,I1 Holland Rd to London Bridge Ext,"42,300",,,,15.5,"3,800",F,"42,100",,,,15.7,"3,800",F
Arterial,,I2 Proposed Southeastern Pkwy to Gen Booth Blvd,"27,100",,,,21.9,"2,400",D,"27,100",,,,21.9,"2,400",D
,J,Birdneck Rd ( 2 segments),,,,,,,,,,,,,,
Arterial,,J1 I-264 to VA Beach Blvd,"27,700",,,,14.1,"2,500",E,"27,600",,,,14.2,"2,500",E
Arterial,,J2 Gen Booth Blvd to Norfolk Ave,"8,400",,,,28.4,800,B,"8,400",,,,28.5,800,B
,K,Battlefield Blvd (2 segments),,,,,,,,,,,,,,
Arterial,K1 Great Bridge Bypass to Volvo Pkwy,K1 Great Bridge Bypass to Volvo Pkwy,"48,000",23.3,"3,300",D,23.3,"3,900",D,"49,400",23.0,"3,400",D,23.1,"4,000",D
Arterial,K2 Cedar Rd to Mt Pleasant Rd,K2 Cedar Rd to Mt Pleasant Rd,"33,700",14.0,"2,300",E,13.5,"2,500",E,"35,200",13.8,"2,400",E,13.2,"2,600",E
,L,Kempsville Rd (2 segments),,,,,,,,,,,,,,
Arterial,L1 Centreville Tpk to Indian River Rd,L1 Centreville Tpk to Indian River Rd,"31,300",16.4,"2,300",E,14.9,"2,800",F,"31,300",16.4,"2,300",E,14.9,"2,800",F
Arterial,L2 Great Bridge Bypass to Greenbrier Pkwy,L2 Great Bridge Bypass to Greenbrier Pkwy,"38,500",24.5,"2,900",D,23.1,"3,700",D,"38,700",24.5,"2,900",D,23.1,"3,700",D
,M,Indian River Rd (2 segments),,,,,,,,,,,,,,
Arterial,M1 I-64 to Centreville Tpk,M1 I-64 to Centreville Tpk,"101,100",,,,3.3,"9,100",F,"101,400",,,,3.3,"9,100",F
Arterial,M2 Independence Blvd to Elbow Rd,M2 Independence Blvd to Elbow Rd,"18,400",,,,29.9,"1,700",C,"18,300",,,,29.9,"1,700",C
,N,Oceana Blvd (2 segments),,,,,,,,,,,,,,
Arterial,N1 Gen Booth Blvd to Tomcat Blvd/proposed Southeastern Pkwy,N1 Gen Booth Blvd to Tomcat Blvd/proposed Southeastern Pkwy,"39,800",,,,6.2,"3,600",F,"39,900",,,,6.1,"3,600",F
Arterial,N2 Tomcat Blvd/proposed Southeastern Pkwy to VA Beach Blvd,N2 Tomcat Blvd/proposed Southeastern Pkwy to VA Beach Blvd,"41,600",,,,24.2,"3,700",D,"41,500",,,,24.3,"3,700",D
,"BUILD SCENARIO - ALL ABOVE SEGMENTS, PLUS:","BUILD SCENARIO - ALL ABOVE SEGMENTS, PLUS:",,,,,,,,,,,,,,
,O,Hampton Roads Crossing Segment 1 (2 segments),,,,,,,,,,,,,,
Freeway,"O1 Proposed EW Conn., I-564 to Hampton Blvd","O1 Proposed EW Conn., I-564 to Hampton Blvd","17,800",,,,12.7,"1,600",B,,,,,,,
Freeway,"O2 Proposed EW Conn., Hampton Blvd to I-664","O2 Proposed EW Conn., Hampton Blvd to I-664","29,300",,,,20.9,"2,600",C,,,,,,,
,P,Hampton Roads Crossing (4 segments),,,,,,,,,,,,,,
,P1/O1,"Proposed EW Conn., I-564 to Hampton Blvd",,,,,,,,,,,,,,
,P2,"Proposed EW Conn., Hampton Blvd to Craney Island Conn.",,,,,,,,,,,,,,
,P3,"Proposed EW Conn., Craney Island Conn. to I-664",,,,,,,,,,,,,,
,P4,Proposed Craney Island Conn.,,,,,,,,,,,,,,
,Q,Midtown Tunnel and MLK Frwy Extension (1 segment),,,,,,,,,,,,,,
,"Q1 MLK Frwy, I-264 to High St","Q1 MLK Frwy, I-264 to High St",,,,,,,,"11,000",,,,3.9,"1,000",A
,,,,,,,,,,,,,,,,G-6
