Name: “Table 1 of 1 on page 14 of 55”,Name: “Table 1 of 1 on page 14 of 55”,Name: “Table 1 of 1 on page 14 of 55”,Name: “Table 1 of 1 on page 14 of 55”,Name: “Table 1 of 1 on page 14 of 55”,Name: “Table 1 of 1 on page 14 of 55”,Name: “Table 1 of 1 on page 14 of 55”,Name: “Table 1 of 1 on page 14 of 55”,Name: “Table 1 of 1 on page 14 of 55”,Name: “Table 1 of 1 on page 14 of 55”,Name: “Table 1 of 1 on page 14 of 55”,Name: “Table 1 of 1 on page 14 of 55”,Name: “Table 1 of 1 on page 14 of 55”,Name: “Table 1 of 1 on page 14 of 55”,Name: “Table 1 of 1 on page 14 of 55”,Name: “Table 1 of 1 on page 14 of 55”,Name: “Table 1 of 1 on page 14 of 55”,Name: “Table 1 of 1 on page 14 of 55”
Freeway,A3,Hampton Roads Bridge Tunnel,,"66,800",,,,24.4,"6,000",C,"64,300",,,,23.3,"5,800",C
Freeway,A4,"I-64, Hampton Roads Bridge Tunnel to I-564","I-64, Hampton Roads Bridge Tunnel to I-564","74,200",,,,28.8,"6,700",D,"26,600",,,,10.0,"2,400",A
Freeway,A5,"I-64, I-564 to Chesapeake Blvd",,"151,800",,,,*,"13,700",F,"140,700",,,,42.8,"12,700",E
Freeway,A6,"I-64, Chesapeake Blvd to Northampton Blvd","I-64, Chesapeake Blvd to Northampton Blvd","162,200",,,,*,"14,600",F,"158,100",,,,*,"14,200",F
Freeway,A7,"I-64, Northampton Blvd to I-264",,"169,700",,,,34.7,"15,300",D,"166,300",,,,33.4,"15,000",D
Freeway,A8,"I-64, I-264 to Indian River Rd",,"152,600",,,,29.0,"13,700",D,"149,100",,,,28.1,"13,400",D
Freeway,A9,"I-64, Indian River Rd to Greenbrier Pkwy","I-64, Indian River Rd to Greenbrier Pkwy","143,800",,,,26.6,"12,900",D,"142,700",,,,26.4,"12,800",D
Freeway,A10,"I-64, Greenbrier Pkwy to I-464",,"131,500",,,,23.9,"11,800",C,"131,900",,,,24.0,"11,900",C
Freeway,A11,"I-64, I-464 to I-264",,"82,100",,,,32.3,"7,400",D,"92,400",,,,41.2,"8,300",E
Freeway,A12,"I-664, I-264 to Route 58",,"85,000",,,,15.4,"7,600",B,"129,000",,,,23.5,"11,600",C
Freeway,A13,"I-664, Route 58 to Route 164/Western Frwy","I-664, Route 58 to Route 164/Western Frwy","30,400",,,,10.9,"2,700",A,"83,900",,,,33.8,"7,500",D
Freeway,A14,"I-664, Route 164/Western Frwy to proposed EW Conn.","I-664, Route 164/Western Frwy to proposed EW Conn.","15,500",,,,5.7,"1,400",A,"60,400",,,,21.7,"5,400",C
Freeway,A15,"I-664, proposed EW Conn. to 23rd St",,"32,300",,,,11.7,"2,900",B,"71,100",,,,26.4,"6,400",D
Freeway,A16,"I-664, 23rd St to Aberdeen Rd",,"17,200",,,,6.9,"1,500",A,"75,500",,,,29.1,"6,800",D
Freeway,A17,"I-664, Aberdeen Rd to I-64",,"28,000",,,,10.4,"2,500",A,"87,800",,,,39.0,"7,900",E
,B,Midtown Tunnel area (3 segments),,,,,,,,,,,,,,,
Two-Lane,B1,Midtown Tunnel,,"45,100",,,,-,,F,"50,800",,,,-,,F
Freeway,B2,"MLK Frwy, High St to Pinner's Point Conn.","MLK Frwy, High St to Pinner's Point Conn.","32,000",,,,11.7,"2,900",B,,,,,,,
Freeway,"B3 Western Frwy (Route 164, Town Point Rd to MLK Frwy","B3 Western Frwy (Route 164, Town Point Rd to MLK Frwy","B3 Western Frwy (Route 164, Town Point Rd to MLK Frwy","70,900",,,,26.3,"6,400",D,"76,400",,,,29.0,"6,900",D
,C,Route 460 (6 segments),,,,,,,,,,,,,,,
Multi-Lane,C1,I-664 to Route 58 Bypass,,"77,600",-,"6,100",C,-,"6,500",C,"85,000",-,"6,600",D,-,"7,100",C
Freeway,C2,Route 58 Bypass,,,,,,,,,,,,,,,
Multi-Lane,C3,Route 58 Bypass to Windsor,,,,,,,,,,,,,,,
Multi-Lane,C4,Windsor to Waverly,,,,,,,,,,,,,,,
Multi-Lane,C5,Waverly to Route 156,,,,,,,,,,,,,,,
Multi-Lane,C6 Route 156 to I-295,C6 Route 156 to I-295,,,,,,,,,,,,,,,
,D,Oak Grove Conn. & Dominion Blvd (4 segments),Oak Grove Conn. & Dominion Blvd (4 segments),,,,,,,,,,,,,,
Two-Lane,D1,"Dominion Blvd, Route 17 to Cedar Rd",,"12,800",-,800,E,-,"1,000",E,"12,700",-,800,E,-,"1,000",E
Arterial,D2,"Dominion Blvd, Cedar Rd to Bainbridge",Blvd,"36,900",2.7,"2,900",F,3.0,"3,100",F,"37,300",2.7,"2,900",F,3.0,"3,100",F
Arterial,D3,"Dominion Blvd, Bainbridge Blvd to Great Bridge Blvd","Dominion Blvd, Bainbridge Blvd to Great Bridge Blvd",,,,,,,,,,,,,,
Freeway,D4 Oak Grove Conn. (from I-64 to Battlefield Blvd),D4 Oak Grove Conn. (from I-64 to Battlefield Blvd),D4 Oak Grove Conn. (from I-64 to Battlefield Blvd),"130,700",,,,*,"11,800",F,"132,600",,,,*,"11,900",F
,E,Hampton Blvd & Brambleton Ave (5 segments),Hampton Blvd & Brambleton Ave (5 segments),,,,,,,,,,,,,,
Arterial,E1,Brambleton Ave to 21st St,,"34,200",12.4,"2,400",F,9.8,"2,600",F,"36,800",9.7,"2,500",F,6.3,"2,800",F
Arterial,E2,38th St to Little Creek Rd,,"36,600",18.9,"2,400",D,18.2,"2,900",D,"34,600",19.1,"2,300",D,18.5,"2,700",D
Arterial,E3,Little Creek Rd to proposed EW Conn.,,"34,700",20.4,"2,400",D,21.1,"2,700",D,"31,700",21.0,"2,200",D,21.6,"2,400",D
Arterial,E4,Proposed EW Conn. to Adm Taussig Blvd,Proposed EW Conn. to Adm Taussig Blvd,"29,700",18.0,"2,300",D,18.8,"2,300",D,"32,500",17.5,"2,500",D,18.4,"2,500",D
Arterial,"E5 Brambleton Ave, Colley Ave to Boush St","E5 Brambleton Ave, Colley Ave to Boush St","E5 Brambleton Ave, Colley Ave to Boush St","67,800",3.8,"5,500",F,3.2,"5,700",F,"69,600",3.6,"5,600",F,3.0,"5,800",F
,F,Downtown Tunnel Area (5 segments),,,,,,,,,,,,,,,
Freeway,F1,Downtown Tunnel (I-264 from Portsmouth to I-464),Downtown Tunnel (I-264 from Portsmouth to I-464),"106,000",,,,*,"9,500",F,"113,300",,,,*,"10,200",F
Freeway,F2,Berkley Bridge (I-264 from Waterside to I-464),Berkley Bridge (I-264 from Waterside to I-464),"132,900",,,,30.4,"12,000",D,"136,000",,,,31.1,"12,200",D
Two-Lane,F3,Jordan Bridge(Poindexter from Portsmouth to I-464),Jordan Bridge(Poindexter from Portsmouth to I-464),"18,000",,,,-,,E,"21,000",,,,-,,E
Arterial,F4,"Effingham St, I-264 to South St",,"37,600",1.9,"3,800",F,1.9,"3,800",F,"38,900",1.7,"3,900",F,1.7,"3,900",F
Arterial,"F5 Frederick Blvd, I-264 to Turnpike Rd","F5 Frederick Blvd, I-264 to Turnpike Rd",,"46,700",2.6,"4,700",F,2.6,"4,700",F,"46,100",2.6,"4,600",F,2.6,"4,600",F
,,,,,,,,,,,,,,,,,G-11
