Name: “Table 1 of 1 on page 22 of 24”,Name: “Table 1 of 1 on page 22 of 24”,Name: “Table 1 of 1 on page 22 of 24”,Name: “Table 1 of 1 on page 22 of 24”,Name: “Table 1 of 1 on page 22 of 24”,Name: “Table 1 of 1 on page 22 of 24”,Name: “Table 1 of 1 on page 22 of 24”,Name: “Table 1 of 1 on page 22 of 24”,Name: “Table 1 of 1 on page 22 of 24”,Name: “Table 1 of 1 on page 22 of 24”,Name: “Table 1 of 1 on page 22 of 24”,Name: “Table 1 of 1 on page 22 of 24”,Name: “Table 1 of 1 on page 22 of 24”,Name: “Table 1 of 1 on page 22 of 24”,Name: “Table 1 of 1 on page 22 of 24”,Name: “Table 1 of 1 on page 22 of 24”
Godwin Bridge,+10% to SB,+22% to SB,closed,-40% to SB,+50% to NB,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.
Hazelwood Bridge,+11% to SB,+24% to SB,-60% to SB,closed,+39% to NB,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.
James River Bridge (JRB),+22% to SB,+46% to SB,+50% to NB,+25% to NB,closed,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.
Midtown Tunnel (MTT),+19% to EB,+4% to WB,negl. n.a.,negl. n.a.,negl. n.a.,closed,+18% to EB,+11% to EB,negl. n.a.,+7% to EB,+8% to EB,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.
Downtown Tunnel (DTT),+26% to EB,+4% to WB,negl. n.a.,negl. n.a.,negl. n.a.,+37% to EB,closed,-42% to EB,+40% to EB,+17% to EB,+19% to EB,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.
Berkley Bridge,+21% to EB,+11% to WB,negl. n.a.,negl. n.a.,negl. n.a.,+36% to EB,-50% to EB,closed,+40% to EB,+3% to EB,+12% to EB,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.
South Norfolk Jordan Bridge (SNJB),+4% to EB,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,+3% to EB,+9% to EB,+1% to EB,closed,+4% to EB,+5% to EB,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.
Gilmerton Bridge (GB),+16% to EB,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,+17% to EB,+20% to EB,+7% to EB,+40% to EB,closed,+38% to EB,+14% to EB,negl. n.a.,negl. n.a.,negl. n.a.
High-Rise Bridge,+27% to VaB,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,+26% to VaB,+36% to VaB,+18% to VaB,+20% to VaB,+55% to VaB,closed,+27% to VaB,negl. n.a.,-13% to Suf,negl. n.a.
Steel Bridge,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,+4% to NB,closed,+11% to NB,+11% to NB,negl. n.a.
Great Bridge Bridge (GBB),negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. negl.,+23% to NB,closed,+39% to NB,+19% to NB
Chesapeake Expressway Bridge (CEB),negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. negl.,+23% to NB,+56% to NB,closed,+46% to NB
Centerville Turnpike Bridge (CVTB),negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. n.a.,negl. negl.,+5% to NB,+13% to NB,+19% to NB,closed
Hampton Roads Transportation Planning Organization (HRTPO),,,,,,8/14/2013,,,,,,,Closures_Results (Diversions) using base distribution- RBC.xlsx,Closures_Results (Diversions) using base distribution- RBC.xlsx,Closures_Results (Diversions) using base distribution- RBC.xlsx
